record_id,pdf_page_start,pdf_page_end,row_type,section,chapter,text
1269,152,152,paragraph,Proverbs,27,"9. The Value of a Friend.--Things will go wrong with every one; sadness and discouragement press every soul; then a personal presence, a friend who will comfort and impart strength, will turn back the darts of the enemy that are aimed to destroy. Christian friends are not half as plentiful as they should be. In hours of temptation, in a crisis, what a value is a true friend! Satan at such times sends along his agents to cause the trembling limbs to stumble; but the true friends who will counsel, who will impart magnetic hopefulness, the calming faith that uplifts the soul,--oh, such help is worth more than precious pearls (Letter 7, 1883)! {3BC 1163.6}"
1270,152,152,chapter_heading,Proverbs,29,Chapter 29
1271,152,152,paragraph,Proverbs,29,"1. Rejecting Reproof Leads to Loss of Soul.--Satan will move upon minds that have been indulged, upon men who have always had their own way, and anything presented to them in counsel or reproof to change their objectionable traits of character, is considered fault-finding, binding them, restraining them, that they cannot have liberty to act themselves. The Lord in great mercy has sent messages of warning to them, but they would not listen to reproof. Like the enemy who rebelled in heaven, they did not like to hear; they do not correct the wrong they have done, but become accusers, declaring themselves misused and unappreciated. {3BC 1163.7}"
1272,152,153,paragraph,Proverbs,29,"Now is the time of trial, of test, of proving. Those who like Saul, will persist in having their own way, will suffer as he did, loss of honor, and finally the loss of the soul (Letter 13, 1892). {3BC 1164.1}"
1273,153,153,chapter_heading,Proverbs,31,Chapter 31
1274,153,153,paragraph,Proverbs,31,"26. The Law of Kindness on Your Lips.--The Lord will help every one of us where we need help the most in the grand work of overcoming and conquering self. Let the law of kindness be upon your lips and the oil of grace in your heart. This will produce wonderful results. You will be tender, sympathetic, courteous. You need all these graces. The Holy Spirit must be received and brought into your character; then it will be as holy fire, giving forth incense which will rise up to God, not from lips that condemn, but as a healer of the souls of men. Your countenance will express the image of the divine. No sharp, critical, blunt, or severe words should be spoken. This is common fire, and must be left out of all our councils and intercourse with our brethren. God requires every soul in His service to kindle their censers from the coals of sacred fire. The common, severe, harsh words that come from your lips so readily must be withheld, and the Spirit of God speak through the human agent. By beholding the character of Christ you will become changed into His likeness. The grace of Christ alone can change your heart and then you will reflect the image of the Lord Jesus. God calls upon us to be like Him,--pure, holy, and undefiled. We are to bear the divine image (Letter 84, 1899). {3BC 1164.2}"
1275,153,153,paragraph,Proverbs,31,"(Col. 3:12, 13.) Live the Law of Kindness.--The Lord Jesus is our only helper. Through His grace we shall learn to cultivate love, to educate ourselves to speak kindly and tenderly. Through His grace our cold, harsh manners will be transformed. The law of kindness will be upon our lips, and those who are under the precious influences of the Holy Spirit, will not feel that it is an evidence of weakness to weep with those who weep, to rejoice with them that rejoice. We are to cultivate heavenly excellences of character. We are to learn what it means to have good-will toward all men, a sincere desire to be as sunshine and not as shadow in the lives of others. {3BC 1164.3}"
1276,153,153,paragraph,Proverbs,31,"My brethren, let your hearts become broken and contrite. Let expressions of sympathy and love, which will not blister the tongue, flow from your lips. Let others feel that warmth which love can create in the heart, and educate the professed disciples of Christ to correct the evils that have so long existed,-- selfishness, coldness, and hardheartedness. All these traits reveal the fact that Christ is not abiding in the soul [Col. 3:12, 13 quoted] (RH Jan. 2, 1894). {3BC 1164.4}"
1277,153,153,paragraph,Proverbs,31,"27 (Isa. 65:21-23). No Idle Believers.--The Bible does not acknowledge a believer who is idle, however high his profession may be. There will be employment in heaven. The redeemed state is not one of idle repose. There remaineth therefore a rest to the people of God, but it is a rest found in loving service (Letter 203, 1905)."
1278,153,153,paragraph,Proverbs,31,- {3BC 1164.5}
1279,153,153,section_heading,Ecclesiastes,,Ecclesiastes
1280,153,154,paragraph,Ecclesiastes,,"Solomon's Mournful Autobiography.--The book of Ecclesiastes was written by Solomon in his old age, after he had fully proved that all the pleasures earth is able to give are empty and unsatisfying. He there shows how impossible it is for the vanities of the world to meet the longings of the soul. His conclusion is that it is wisdom to enjoy with gratitude the good gifts of God, and to do right; for all our works will be brought into judgment. {3BC 1164.6}"
1281,154,154,paragraph,Ecclesiastes,,"Solomon's autobiography is a mournful one. He gives us the history of his search for happiness. He engaged in intellectual pursuits; he gratified his love for pleasure; he carried out his schemes of commercial enterprise. He was surrounded by the fascinating splendor of court life. All that the carnal heart could desire was at his command; yet he sums up his experience in this sad record: [Eccl. 1:14-2:11 quoted] (HR June, 1878). {3BC 1164.7}"
1282,154,154,chapter_heading,Ecclesiastes,1,Chapter 1
1283,154,154,paragraph,Ecclesiastes,1,"13, 14. Learning Without God Is Foolishness.--Solomon had great learning; but his wisdom was foolishness; for he did not know how to stand in moral independence, free from sin, in the strength of a character molded after the divine similitude. Solomon has told us the result of his research, his painstaking efforts, his persevering inquiry. He pronounces his wisdom altogether vanity (RH April 5, 1906). {3BC 1165.1}"
